,background,body,face,item,hair style
608,bling,pose3,sunglasses,phone,mustard
609,under_the_sea,pose3,glasses,fork,wasabi
610,bling,pose3,break,phone,wasabi
611,under_the_sea,pose3,dissatisfaction,fork,crown
612,under_the_sea,pose3,anger,apple_watch,mayonnaise
613,pink,pose3,surprised,phone,ketchup
614,sky_blue,pose3,absurd,gold_watch,soy_sauce
615,bling,pose3,absurd,none,stick
616,beach,pose3,dissatisfaction,phone,pasture
617,under_the_sea,pose3,sunglasses,fork,pasture
618,pink,pose3,glasses,none,mayonnaise
619,bling,pose3,glasses,phone,mayonnaise
620,beach,pose3,absurd,phone,soy_sauce
621,under_the_sea,pose3,dissatisfaction,fork,stick
622,sky_blue,pose3,dissatisfaction,none,mayonnaise
623,pink,pose3,sunglasses,phone,mayonnaise
624,mint,pose3,dissatisfaction,fork,crown
625,sky_blue,pose3,glasses,phone,crown
626,beach,pose3,basic,gold_watch,stick
627,under_the_sea,pose3,basic,apple_watch,wasabi
628,sky_blue,pose3,stare,none,ketchup
629,bling,pose3,stare,gold_watch,ketchup
630,beach,pose3,basic,none,wasabi
631,pink,pose3,break,fork,pasture
632,pink,pose3,basic,none,stick
633,pink,pose3,laugh,gold_watch,pasture
634,beach,pose3,break,apple_watch,mustard
635,mint,pose3,sunglasses,phone,soy_sauce
636,beach,pose3,glasses,none,mayonnaise
637,pink,pose3,stare,apple_watch,soy_sauce
638,bling,pose3,stare,fork,mayonnaise
639,bling,pose3,surprised,phone,mayonnaise
640,beach,pose3,dissatisfaction,apple_watch,mayonnaise
641,pink,pose3,stare,apple_watch,pasture
642,mint,pose3,anger,none,ketchup
643,pink,pose3,break,fork,stick
644,pink,pose3,surprised,phone,pasture
645,bling,pose3,sunglasses,gold_watch,soy_sauce
646,sky_blue,pose3,break,gold_watch,stick
647,under_the_sea,pose3,laugh,gold_watch,mayonnaise
648,mint,pose3,absurd,apple_watch,mustard
649,bling,pose3,break,fork,wasabi
650,pink,pose3,sunglasses,phone,ketchup
651,pink,pose3,stare,gold_watch,crown
652,bling,pose3,laugh,gold_watch,ketchup
653,beach,pose3,glasses,gold_watch,mayonnaise
654,beach,pose3,dissatisfaction,none,mayonnaise
655,pink,pose3,absurd,none,mayonnaise
656,under_the_sea,pose3,glasses,phone,wasabi
657,mint,pose3,dissatisfaction,apple_watch,pasture
658,sky_blue,pose3,laugh,none,pasture
659,beach,pose3,absurd,apple_watch,pasture
660,beach,pose3,laugh,fork,mayonnaise
661,pink,pose3,laugh,apple_watch,soy_sauce
662,under_the_sea,pose3,anger,phone,mayonnaise
663,pink,pose3,dissatisfaction,apple_watch,mustard
664,mint,pose3,basic,phone,crown
665,sky_blue,pose3,break,gold_watch,soy_sauce
666,beach,pose3,sunglasses,phone,wasabi
667,bling,pose3,break,gold_watch,pasture
668,sky_blue,pose3,basic,fork,ketchup
669,mint,pose3,sunglasses,gold_watch,stick
670,mint,pose3,glasses,fork,mayonnaise
671,mint,pose3,laugh,gold_watch,pasture
672,beach,pose3,dissatisfaction,gold_watch,ketchup
673,pink,pose3,absurd,fork,wasabi
674,sky_blue,pose3,laugh,gold_watch,pasture
675,under_the_sea,pose3,basic,fork,mustard
676,under_the_sea,pose3,basic,phone,stick
677,sky_blue,pose3,sunglasses,fork,wasabi
678,bling,pose3,absurd,none,wasabi
679,under_the_sea,pose3,anger,none,stick
680,sky_blue,pose3,absurd,gold_watch,stick
681,sky_blue,pose3,dissatisfaction,fork,stick
682,under_the_sea,pose3,stare,gold_watch,mayonnaise
683,beach,pose3,anger,none,ketchup
684,beach,pose3,dissatisfaction,apple_watch,soy_sauce
685,bling,pose3,break,gold_watch,stick
686,beach,pose3,laugh,phone,stick
687,mint,pose3,glasses,apple_watch,mayonnaise
688,sky_blue,pose3,laugh,fork,ketchup
689,pink,pose3,sunglasses,fork,mayonnaise
690,sky_blue,pose3,anger,phone,ketchup
691,sky_blue,pose3,anger,none,mayonnaise
692,pink,pose3,surprised,phone,crown
693,sky_blue,pose3,sunglasses,gold_watch,ketchup
694,sky_blue,pose3,stare,fork,stick
695,pink,pose3,surprised,gold_watch,wasabi
696,beach,pose3,laugh,apple_watch,ketchup
697,mint,pose3,laugh,apple_watch,mustard
698,under_the_sea,pose3,surprised,apple_watch,wasabi
699,beach,pose3,break,gold_watch,mustard
700,pink,pose3,anger,phone,stick
701,mint,pose3,dissatisfaction,apple_watch,soy_sauce
702,mint,pose3,dissatisfaction,phone,mayonnaise
703,bling,pose3,laugh,phone,ketchup
704,bling,pose3,glasses,gold_watch,pasture
705,under_the_sea,pose3,stare,apple_watch,crown
706,pink,pose3,basic,apple_watch,crown
707,mint,pose3,absurd,fork,mustard
708,pink,pose3,absurd,fork,crown
709,beach,pose3,stare,none,mustard
710,beach,pose3,surprised,apple_watch,mustard
711,under_the_sea,pose3,dissatisfaction,gold_watch,stick
712,mint,pose3,dissatisfaction,phone,soy_sauce
713,bling,pose3,anger,phone,ketchup
714,under_the_sea,pose3,sunglasses,none,pasture
715,bling,pose3,stare,gold_watch,wasabi
716,under_the_sea,pose3,absurd,phone,ketchup
717,bling,pose3,surprised,phone,soy_sauce
718,bling,pose3,break,phone,stick
719,sky_blue,pose3,glasses,fork,crown
720,sky_blue,pose3,absurd,fork,mayonnaise
721,bling,pose3,stare,phone,ketchup
722,sky_blue,pose3,laugh,phone,ketchup
723,mint,pose3,dissatisfaction,gold_watch,stick
724,bling,pose3,anger,none,pasture
725,mint,pose3,break,phone,ketchup
726,mint,pose3,laugh,none,mustard
727,sky_blue,pose3,absurd,none,mustard
728,beach,pose3,basic,fork,crown
729,bling,pose3,stare,apple_watch,mustard
730,bling,pose3,glasses,fork,crown
731,sky_blue,pose3,glasses,phone,stick
732,under_the_sea,pose3,sunglasses,gold_watch,mustard
733,sky_blue,pose3,basic,fork,soy_sauce
734,beach,pose3,anger,gold_watch,crown
735,pink,pose3,stare,none,ketchup
736,mint,pose3,absurd,fork,pasture
737,under_the_sea,pose3,absurd,none,pasture
738,pink,pose3,laugh,fork,mustard
739,beach,pose3,glasses,fork,soy_sauce
740,under_the_sea,pose3,absurd,apple_watch,mayonnaise
741,bling,pose3,dissatisfaction,none,ketchup
742,sky_blue,pose3,stare,none,mayonnaise
743,beach,pose3,absurd,apple_watch,ketchup
744,beach,pose3,sunglasses,none,soy_sauce
745,pink,pose3,laugh,fork,soy_sauce
746,sky_blue,pose3,break,apple_watch,wasabi
747,mint,pose3,anger,none,soy_sauce
748,bling,pose3,sunglasses,none,pasture
749,beach,pose3,surprised,apple_watch,crown
750,sky_blue,pose3,absurd,phone,stick
751,under_the_sea,pose3,absurd,fork,pasture
752,pink,pose3,laugh,phone,ketchup
753,under_the_sea,pose3,dissatisfaction,gold_watch,mayonnaise
754,beach,pose3,stare,fork,mustard
755,sky_blue,pose3,absurd,none,stick
756,sky_blue,pose3,dissatisfaction,gold_watch,ketchup
757,pink,pose3,absurd,none,stick
758,mint,pose3,basic,fork,mayonnaise
759,beach,pose3,anger,fork,pasture
760,mint,pose3,stare,fork,stick
761,bling,pose3,anger,gold_watch,wasabi
762,bling,pose3,laugh,none,stick
763,pink,pose3,surprised,fork,mustard
764,under_the_sea,pose3,stare,fork,soy_sauce
765,bling,pose3,laugh,gold_watch,wasabi
766,sky_blue,pose3,surprised,phone,mayonnaise
767,under_the_sea,pose3,basic,phone,crown
768,pink,pose3,break,fork,mustard
769,bling,pose3,stare,fork,ketchup
770,mint,pose3,absurd,phone,pasture
771,beach,pose3,absurd,none,mayonnaise
772,bling,pose3,glasses,fork,wasabi
773,beach,pose3,surprised,gold_watch,wasabi
774,under_the_sea,pose3,stare,gold_watch,crown
775,under_the_sea,pose3,surprised,fork,mayonnaise
776,under_the_sea,pose3,absurd,fork,crown
777,sky_blue,pose3,absurd,fork,crown
778,beach,pose3,anger,apple_watch,pasture
779,sky_blue,pose3,stare,fork,pasture
780,mint,pose3,glasses,none,soy_sauce
781,pink,pose3,glasses,phone,stick
782,mint,pose3,break,apple_watch,ketchup
783,bling,pose3,laugh,fork,ketchup
784,sky_blue,pose3,stare,fork,mustard
785,pink,pose3,anger,fork,pasture
786,beach,pose3,surprised,fork,wasabi
787,mint,pose3,surprised,phone,mayonnaise
788,sky_blue,pose3,laugh,gold_watch,soy_sauce
789,sky_blue,pose3,sunglasses,none,soy_sauce
790,pink,pose3,absurd,none,crown
791,pink,pose3,break,fork,mayonnaise
792,under_the_sea,pose3,stare,apple_watch,ketchup
793,under_the_sea,pose3,anger,gold_watch,soy_sauce
794,pink,pose3,surprised,fork,crown
795,pink,pose3,laugh,none,mustard
796,mint,pose3,anger,none,pasture
797,pink,pose3,break,none,pasture
798,beach,pose3,anger,apple_watch,soy_sauce
799,mint,pose3,dissatisfaction,none,wasabi
800,pink,pose3,glasses,apple_watch,crown
801,under_the_sea,pose3,glasses,fork,soy_sauce
802,bling,pose3,surprised,fork,mustard
803,mint,pose3,surprised,phone,wasabi
804,beach,pose3,anger,fork,crown
805,beach,pose3,break,apple_watch,soy_sauce
806,sky_blue,pose3,surprised,none,mayonnaise
807,sky_blue,pose3,glasses,apple_watch,ketchup
808,bling,pose3,glasses,fork,stick
809,sky_blue,pose3,break,gold_watch,pasture
810,pink,pose3,sunglasses,phone,crown
811,pink,pose3,glasses,phone,mayonnaise
812,bling,pose3,basic,phone,mayonnaise
813,pink,pose3,sunglasses,fork,ketchup
814,sky_blue,pose3,basic,phone,crown
815,under_the_sea,pose3,sunglasses,phone,ketchup
816,pink,pose3,laugh,gold_watch,mayonnaise
817,bling,pose3,sunglasses,gold_watch,wasabi
818,under_the_sea,pose3,basic,apple_watch,stick
819,sky_blue,pose3,absurd,apple_watch,mayonnaise
820,sky_blue,pose3,absurd,phone,soy_sauce
821,beach,pose3,basic,apple_watch,stick
822,pink,pose3,break,none,crown
823,under_the_sea,pose3,break,none,stick
824,sky_blue,pose3,laugh,apple_watch,soy_sauce
825,sky_blue,pose3,basic,gold_watch,mayonnaise
826,under_the_sea,pose3,sunglasses,fork,stick
827,mint,pose3,surprised,fork,wasabi
828,beach,pose3,dissatisfaction,apple_watch,stick
829,under_the_sea,pose3,basic,gold_watch,soy_sauce
830,pink,pose3,glasses,none,pasture
831,bling,pose3,sunglasses,phone,crown
832,beach,pose3,anger,fork,mayonnaise
833,sky_blue,pose3,anger,none,ketchup
834,sky_blue,pose3,laugh,apple_watch,mayonnaise
835,bling,pose3,laugh,gold_watch,stick
836,under_the_sea,pose3,glasses,gold_watch,stick
837,bling,pose3,break,apple_watch,pasture
838,bling,pose3,surprised,apple_watch,stick
839,beach,pose3,basic,gold_watch,mustard
840,beach,pose3,laugh,phone,wasabi
841,beach,pose3,basic,fork,mayonnaise
842,mint,pose3,basic,apple_watch,wasabi
843,pink,pose3,anger,phone,mayonnaise
844,pink,pose3,glasses,none,wasabi
845,beach,pose3,surprised,fork,soy_sauce
846,sky_blue,pose3,dissatisfaction,gold_watch,mustard
847,sky_blue,pose3,sunglasses,fork,mayonnaise
848,mint,pose3,anger,gold_watch,pasture
849,pink,pose3,stare,none,soy_sauce
850,pink,pose3,dissatisfaction,fork,wasabi
851,mint,pose3,surprised,gold_watch,crown
852,sky_blue,pose3,anger,none,stick
853,pink,pose3,sunglasses,phone,pasture
854,mint,pose3,surprised,apple_watch,pasture
855,sky_blue,pose3,break,gold_watch,ketchup
856,sky_blue,pose3,sunglasses,fork,crown
857,bling,pose3,glasses,gold_watch,mustard
858,beach,pose3,sunglasses,fork,wasabi
859,beach,pose3,dissatisfaction,gold_watch,mayonnaise
860,sky_blue,pose3,glasses,fork,ketchup
861,sky_blue,pose3,laugh,phone,crown
862,beach,pose3,laugh,phone,ketchup
863,under_the_sea,pose3,break,fork,wasabi
864,bling,pose3,anger,none,wasabi
865,beach,pose3,sunglasses,apple_watch,pasture
866,bling,pose3,surprised,none,crown
867,pink,pose3,dissatisfaction,apple_watch,stick
868,bling,pose3,basic,fork,pasture
869,bling,pose3,anger,fork,soy_sauce
870,bling,pose3,absurd,apple_watch,wasabi
871,under_the_sea,pose3,break,none,wasabi
872,beach,pose3,basic,apple_watch,pasture
873,mint,pose3,sunglasses,fork,ketchup
874,pink,pose3,sunglasses,fork,crown
875,beach,pose3,anger,gold_watch,mayonnaise
876,mint,pose3,anger,fork,mustard
877,sky_blue,pose3,stare,apple_watch,crown
878,under_the_sea,pose3,stare,none,mayonnaise
879,under_the_sea,pose3,dissatisfaction,none,mustard
880,under_the_sea,pose3,break,apple_watch,crown
881,pink,pose3,basic,apple_watch,pasture
882,mint,pose3,break,none,crown
883,beach,pose3,sunglasses,fork,mayonnaise
884,beach,pose3,stare,apple_watch,wasabi
885,under_the_sea,pose3,break,gold_watch,pasture
886,sky_blue,pose3,stare,gold_watch,wasabi
887,sky_blue,pose3,sunglasses,none,mustard
888,beach,pose3,glasses,none,pasture
889,under_the_sea,pose3,absurd,gold_watch,mayonnaise
890,mint,pose3,sunglasses,fork,pasture
891,bling,pose3,break,none,wasabi
892,mint,pose3,laugh,fork,ketchup
893,mint,pose3,anger,gold_watch,mustard
894,sky_blue,pose3,glasses,apple_watch,mayonnaise
895,sky_blue,pose3,absurd,phone,mustard
896,beach,pose3,sunglasses,fork,soy_sauce
897,bling,pose3,laugh,fork,pasture
898,pink,pose3,glasses,gold_watch,mustard
899,under_the_sea,pose3,absurd,phone,pasture
900,beach,pose3,glasses,fork,pasture
901,bling,pose3,break,apple_watch,wasabi
902,mint,pose3,glasses,phone,mayonnaise
903,sky_blue,pose3,break,apple_watch,crown
904,sky_blue,pose3,break,none,stick
905,mint,pose3,absurd,none,stick
906,bling,pose3,surprised,gold_watch,mayonnaise
907,mint,pose3,anger,gold_watch,crown
908,bling,pose3,anger,none,crown
909,beach,pose3,sunglasses,fork,crown
910,sky_blue,pose3,absurd,none,pasture
911,bling,pose3,basic,gold_watch,mayonnaise
912,sky_blue,pose3,anger,fork,stick
913,sky_blue,pose3,surprised,fork,pasture
914,bling,pose3,absurd,none,pasture
915,mint,pose3,sunglasses,phone,mayonnaise
916,under_the_sea,pose3,laugh,fork,crown
917,beach,pose3,stare,none,mayonnaise
918,mint,pose3,anger,apple_watch,soy_sauce
919,pink,pose3,absurd,gold_watch,soy_sauce
920,pink,pose3,stare,none,crown
921,beach,pose3,surprised,fork,mustard
922,under_the_sea,pose3,sunglasses,gold_watch,pasture
923,beach,pose3,absurd,phone,mayonnaise
924,mint,pose3,break,fork,ketchup
925,sky_blue,pose3,sunglasses,none,ketchup
926,pink,pose3,dissatisfaction,fork,crown
927,sky_blue,pose3,sunglasses,phone,crown
928,sky_blue,pose3,anger,apple_watch,ketchup
929,beach,pose3,surprised,gold_watch,crown
930,sky_blue,pose3,absurd,phone,wasabi
931,mint,pose3,absurd,none,pasture
932,under_the_sea,pose3,break,fork,pasture
933,bling,pose3,break,fork,soy_sauce
934,sky_blue,pose3,basic,apple_watch,soy_sauce
935,pink,pose3,stare,fork,stick
936,beach,pose3,dissatisfaction,gold_watch,soy_sauce
937,under_the_sea,pose3,basic,gold_watch,wasabi
938,pink,pose3,glasses,none,soy_sauce
939,mint,pose3,anger,phone,stick
940,beach,pose3,surprised,none,crown
941,mint,pose3,laugh,none,pasture
942,under_the_sea,pose3,surprised,none,soy_sauce
943,beach,pose3,dissatisfaction,apple_watch,mustard
944,under_the_sea,pose3,glasses,gold_watch,crown
945,beach,pose3,break,fork,soy_sauce
946,under_the_sea,pose3,surprised,fork,wasabi
947,pink,pose3,laugh,gold_watch,mustard
948,pink,pose3,surprised,apple_watch,crown
949,bling,pose3,sunglasses,apple_watch,crown
950,beach,pose3,absurd,none,soy_sauce
951,bling,pose3,stare,none,mustard
952,under_the_sea,pose3,anger,none,mustard
953,mint,pose3,anger,phone,ketchup
954,bling,pose3,dissatisfaction,gold_watch,mayonnaise
955,bling,pose3,stare,none,crown
956,pink,pose3,surprised,none,mayonnaise
957,beach,pose3,laugh,phone,crown
958,beach,pose3,anger,none,mustard
959,under_the_sea,pose3,stare,gold_watch,pasture
960,mint,pose3,dissatisfaction,none,mustard
961,pink,pose3,dissatisfaction,fork,mayonnaise
962,pink,pose3,break,gold_watch,mustard
963,bling,pose3,laugh,gold_watch,soy_sauce
964,sky_blue,pose3,break,fork,stick
965,sky_blue,pose3,anger,phone,crown
966,pink,pose3,basic,gold_watch,crown
967,pink,pose3,break,phone,crown
968,pink,pose3,dissatisfaction,phone,stick
969,beach,pose3,surprised,gold_watch,ketchup
970,under_the_sea,pose3,break,gold_watch,mustard
971,sky_blue,pose3,dissatisfaction,apple_watch,ketchup
972,pink,pose3,stare,fork,pasture
973,sky_blue,pose3,surprised,phone,soy_sauce
974,under_the_sea,pose3,break,apple_watch,stick
975,beach,pose3,surprised,none,soy_sauce
976,pink,pose3,glasses,phone,pasture
977,pink,pose3,dissatisfaction,fork,mustard
978,sky_blue,pose3,glasses,none,mayonnaise
979,beach,pose3,sunglasses,gold_watch,wasabi
980,pink,pose3,anger,apple_watch,pasture
981,beach,pose3,anger,gold_watch,wasabi
982,beach,pose3,surprised,fork,crown
983,mint,pose3,absurd,phone,stick
984,beach,pose3,basic,fork,wasabi
985,pink,pose3,basic,phone,pasture
986,pink,pose3,surprised,apple_watch,ketchup
987,mint,pose3,stare,apple_watch,soy_sauce
988,mint,pose3,basic,gold_watch,pasture
989,bling,pose3,sunglasses,phone,ketchup
990,under_the_sea,pose3,stare,fork,crown
991,mint,pose3,break,gold_watch,wasabi
992,pink,pose3,sunglasses,phone,soy_sauce
993,under_the_sea,pose3,glasses,fork,pasture
994,bling,pose3,surprised,apple_watch,mayonnaise
995,sky_blue,pose3,break,phone,wasabi
996,under_the_sea,pose3,dissatisfaction,gold_watch,ketchup
997,beach,pose3,break,fork,pasture
998,bling,pose3,stare,fork,pasture
999,beach,pose3,dissatisfaction,fork,crown
1000,under_the_sea,pose3,glasses,none,crown
1001,bling,pose3,stare,gold_watch,stick
1002,pink,pose3,surprised,phone,stick
1003,pink,pose3,glasses,fork,pasture
1004,bling,pose3,sunglasses,fork,wasabi
1005,sky_blue,pose3,stare,apple_watch,stick
1006,mint,pose3,anger,phone,soy_sauce
1007,bling,pose3,anger,fork,wasabi
1008,bling,pose3,absurd,gold_watch,stick
1009,under_the_sea,pose3,surprised,fork,crown
1010,mint,pose3,dissatisfaction,gold_watch,wasabi
1011,bling,pose3,break,fork,pasture
1012,bling,pose3,surprised,fork,stick
1013,mint,pose3,anger,none,wasabi
1014,under_the_sea,pose3,sunglasses,fork,mayonnaise
1015,mint,pose3,stare,fork,soy_sauce
1016,under_the_sea,pose3,absurd,gold_watch,stick
1017,under_the_sea,pose3,anger,apple_watch,pasture
1018,under_the_sea,pose3,dissatisfaction,apple_watch,ketchup
1019,pink,pose3,break,phone,wasabi
1020,under_the_sea,pose3,break,apple_watch,wasabi
1021,bling,pose3,basic,gold_watch,mustard
1022,pink,pose3,anger,apple_watch,stick
1023,under_the_sea,pose3,dissatisfaction,apple_watch,crown
1024,under_the_sea,pose3,break,apple_watch,pasture
1025,mint,pose3,surprised,gold_watch,ketchup
1026,pink,pose3,basic,none,ketchup
1027,mint,pose3,stare,fork,wasabi
1028,under_the_sea,pose3,glasses,none,pasture
1029,bling,pose3,stare,gold_watch,crown
1030,beach,pose3,anger,apple_watch,mayonnaise
1031,mint,pose3,glasses,phone,stick
1032,under_the_sea,pose3,anger,apple_watch,crown
1033,bling,pose3,basic,gold_watch,crown
1034,under_the_sea,pose3,stare,apple_watch,stick
1035,sky_blue,pose3,sunglasses,none,pasture
1036,mint,pose3,sunglasses,phone,mustard
1037,mint,pose3,surprised,gold_watch,mayonnaise
1038,mint,pose3,laugh,fork,mustard
1039,beach,pose3,absurd,phone,crown
1040,mint,pose3,break,none,wasabi
1041,pink,pose3,break,apple_watch,mayonnaise
1042,mint,pose3,absurd,apple_watch,soy_sauce
1043,beach,pose3,stare,fork,wasabi
1044,sky_blue,pose3,stare,phone,crown
1045,pink,pose3,glasses,phone,crown
1046,under_the_sea,pose3,surprised,apple_watch,soy_sauce
1047,pink,pose3,anger,apple_watch,mustard
1048,mint,pose3,stare,fork,pasture
1049,bling,pose3,glasses,gold_watch,wasabi
1050,under_the_sea,pose3,absurd,none,ketchup
1051,bling,pose3,glasses,none,wasabi
1052,bling,pose3,break,phone,soy_sauce
1053,under_the_sea,pose3,dissatisfaction,none,soy_sauce
1054,under_the_sea,pose3,anger,fork,stick
1055,mint,pose3,sunglasses,gold_watch,ketchup
1056,under_the_sea,pose3,laugh,phone,stick
1057,bling,pose3,stare,gold_watch,soy_sauce
1058,bling,pose3,anger,fork,ketchup
1059,sky_blue,pose3,basic,none,ketchup
1060,beach,pose3,glasses,apple_watch,mustard
1061,beach,pose3,anger,phone,wasabi
1062,sky_blue,pose3,dissatisfaction,apple_watch,soy_sauce
1063,under_the_sea,pose3,stare,phone,pasture
1064,pink,pose3,laugh,none,ketchup
1065,beach,pose3,basic,phone,mayonnaise
1066,pink,pose3,laugh,gold_watch,soy_sauce
1067,pink,pose3,absurd,apple_watch,stick
1068,beach,pose3,surprised,phone,soy_sauce
1069,mint,pose3,sunglasses,gold_watch,pasture
1070,pink,pose3,sunglasses,apple_watch,pasture
1071,sky_blue,pose3,dissatisfaction,phone,ketchup
1072,beach,pose3,absurd,fork,soy_sauce
1073,pink,pose3,surprised,fork,wasabi
1074,pink,pose3,laugh,apple_watch,ketchup
1075,mint,pose3,basic,none,soy_sauce
1076,bling,pose3,basic,none,mayonnaise
1077,bling,pose3,dissatisfaction,apple_watch,mustard
1078,beach,pose3,break,gold_watch,stick
1079,mint,pose3,break,gold_watch,mustard
1080,beach,pose3,glasses,apple_watch,pasture
1081,under_the_sea,pose3,sunglasses,gold_watch,soy_sauce
1082,bling,pose3,stare,fork,mustard
1083,under_the_sea,pose3,break,apple_watch,soy_sauce
1084,bling,pose3,laugh,phone,pasture
1085,pink,pose3,absurd,phone,ketchup
1086,sky_blue,pose3,anger,phone,soy_sauce
1087,under_the_sea,pose3,surprised,apple_watch,mustard
1088,under_the_sea,pose3,basic,apple_watch,mustard
1089,bling,pose3,stare,apple_watch,ketchup
1090,bling,pose3,basic,fork,ketchup
1091,beach,pose3,anger,apple_watch,stick
1092,beach,pose3,dissatisfaction,fork,pasture
1093,beach,pose3,absurd,fork,crown
1094,sky_blue,pose3,stare,fork,crown
1095,beach,pose3,break,apple_watch,stick
1096,bling,pose3,stare,phone,crown
1097,bling,pose3,basic,gold_watch,soy_sauce
1098,beach,pose3,dissatisfaction,phone,crown
1099,bling,pose3,anger,phone,soy_sauce
1100,mint,pose3,absurd,phone,soy_sauce
1101,under_the_sea,pose3,absurd,none,stick
1102,bling,pose3,laugh,phone,mayonnaise
1103,beach,pose3,stare,gold_watch,soy_sauce
1104,pink,pose3,stare,phone,stick
1105,mint,pose3,sunglasses,none,mayonnaise
1106,mint,pose3,stare,apple_watch,mustard
1107,mint,pose3,sunglasses,fork,wasabi
1108,sky_blue,pose3,laugh,apple_watch,mustard
1109,under_the_sea,pose3,sunglasses,apple_watch,stick
1110,under_the_sea,pose3,basic,none,stick
1111,under_the_sea,pose3,basic,none,mustard
1112,beach,pose3,absurd,gold_watch,wasabi
1113,under_the_sea,pose3,surprised,fork,stick
1114,mint,pose3,surprised,fork,ketchup
1115,bling,pose3,surprised,apple_watch,ketchup
1116,pink,pose3,laugh,phone,soy_sauce
1117,pink,pose3,stare,phone,pasture
1118,pink,pose3,laugh,gold_watch,stick
1119,beach,pose3,basic,phone,soy_sauce
1120,bling,pose3,stare,fork,crown
1121,bling,pose3,surprised,none,mustard
1122,pink,pose3,basic,fork,ketchup
1123,bling,pose3,dissatisfaction,phone,stick
1124,sky_blue,pose3,basic,phone,wasabi
1125,beach,pose3,surprised,fork,pasture
1126,pink,pose3,break,gold_watch,ketchup
1127,mint,pose3,stare,none,stick
1128,under_the_sea,pose3,laugh,fork,pasture
1129,beach,pose3,sunglasses,gold_watch,soy_sauce
1130,under_the_sea,pose3,surprised,phone,mustard
1131,mint,pose3,surprised,apple_watch,wasabi
1132,bling,pose3,sunglasses,phone,stick
1133,sky_blue,pose3,absurd,apple_watch,pasture
1134,under_the_sea,pose3,stare,phone,mustard
1135,bling,pose3,absurd,apple_watch,mustard
1136,bling,pose3,dissatisfaction,apple_watch,stick
1137,sky_blue,pose3,basic,phone,mustard
1138,sky_blue,pose3,surprised,phone,ketchup
1139,under_the_sea,pose3,sunglasses,phone,stick
1140,under_the_sea,pose3,stare,none,stick
1141,bling,pose3,absurd,phone,crown
1142,mint,pose3,stare,gold_watch,mustard
1143,pink,pose3,glasses,apple_watch,mayonnaise
1144,mint,pose3,laugh,phone,pasture
1145,sky_blue,pose3,basic,gold_watch,crown
1146,under_the_sea,pose3,surprised,phone,soy_sauce
1147,pink,pose3,surprised,gold_watch,stick
1148,bling,pose3,laugh,gold_watch,mustard
1149,sky_blue,pose3,basic,apple_watch,ketchup
1150,bling,pose3,glasses,fork,mustard
1151,pink,pose3,stare,fork,crown
1152,mint,pose3,anger,phone,pasture
1153,beach,pose3,dissatisfaction,phone,mustard
1154,beach,pose3,glasses,phone,crown
1155,mint,pose3,surprised,phone,pasture
1156,bling,pose3,sunglasses,none,mustard
1157,mint,pose3,stare,apple_watch,ketchup
1158,pink,pose3,basic,gold_watch,soy_sauce
1159,pink,pose3,stare,gold_watch,mustard
1160,bling,pose3,anger,phone,crown
1161,mint,pose3,glasses,gold_watch,pasture
1162,under_the_sea,pose3,sunglasses,none,stick
1163,bling,pose3,anger,apple_watch,stick
1164,under_the_sea,pose3,sunglasses,apple_watch,wasabi
1165,pink,pose3,absurd,phone,mayonnaise
1166,sky_blue,pose3,absurd,phone,ketchup
1167,mint,pose3,glasses,fork,ketchup
1168,bling,pose3,basic,none,soy_sauce
1169,mint,pose3,dissatisfaction,apple_watch,wasabi
1170,beach,pose3,surprised,phone,stick
1171,bling,pose3,sunglasses,none,mayonnaise
1172,mint,pose3,laugh,gold_watch,ketchup
1173,bling,pose3,glasses,phone,pasture
1174,bling,pose3,anger,apple_watch,mustard
1175,sky_blue,pose3,surprised,fork,ketchup
1176,beach,pose3,sunglasses,phone,mustard
1177,bling,pose3,break,gold_watch,soy_sauce
1178,pink,pose3,surprised,apple_watch,mustard
1179,mint,pose3,basic,none,crown
1180,beach,pose3,absurd,apple_watch,mayonnaise
1181,sky_blue,pose3,sunglasses,apple_watch,mustard
1182,bling,pose3,glasses,none,mustard
1183,under_the_sea,pose3,sunglasses,phone,crown
1184,under_the_sea,pose3,anger,apple_watch,wasabi
1185,bling,pose3,laugh,gold_watch,pasture
1186,bling,pose3,absurd,fork,soy_sauce
1187,beach,pose3,laugh,apple_watch,stick
1188,sky_blue,pose3,sunglasses,phone,soy_sauce
1189,under_the_sea,pose3,surprised,phone,pasture
1190,pink,pose3,glasses,none,mustard
1191,under_the_sea,pose3,glasses,phone,stick
1192,mint,pose3,stare,apple_watch,pasture
1193,sky_blue,pose3,glasses,fork,wasabi
1194,beach,pose3,break,none,mustard
1195,mint,pose3,basic,apple_watch,crown
1196,sky_blue,pose3,anger,apple_watch,crown
1197,under_the_sea,pose3,laugh,phone,ketchup
1198,pink,pose3,surprised,apple_watch,wasabi
1199,under_the_sea,pose3,surprised,apple_watch,crown
1200,mint,pose3,laugh,none,mayonnaise
1201,pink,pose3,laugh,none,soy_sauce
1202,sky_blue,pose3,dissatisfaction,phone,pasture
1203,sky_blue,pose3,laugh,none,ketchup
1204,pink,pose3,anger,fork,ketchup
1205,under_the_sea,pose3,absurd,apple_watch,crown
1206,sky_blue,pose3,sunglasses,fork,soy_sauce
1207,beach,pose3,break,apple_watch,mayonnaise
1208,mint,pose3,break,gold_watch,crown
1209,beach,pose3,break,none,pasture
